psid,prime_group_label,no_bev_selected0,treatment,conventional_gas_vehicle_enthusiasm,simply_not_interested,price_cost,range_anxiety,charging_infrastructure,battery_concern,ev_skepticism,ev_distrust,used_vehicle_distrust,environmental_doubt,other,n_themes
6989489cc139c6790863c43f,prime_long,"The range is too low under any circumstances (320 miles was the longest range). A long distance trip would be out of the question, which is ridiculous if you own a car (the whole point to owning a car).",Extended Info,0,0,0,1,0,0,0,0,0,0,0,1
66b29d1ec3671b7ea728c771,prime_short,None of the vehicles are in my price range. They are vastly more expensive and I would not be able to afford them.,Basic Info,0,0,1,0,0,0,0,0,0,0,0,1
697a5d5b10537642caf820dc,prime_short,Range on a full charge is trash,Basic Info,0,0,0,1,0,0,0,0,0,0,0,1
698314cfbc5b5149e7eff3cf,prime_short,"I don't want an electric vehicle. We often take long trips, much longer than the distance even the best electric battery can go.",Basic Info,0,1,0,1,0,0,0,0,0,0,0,2
673e5f6b0c248822d47e064d,prime_long,"I live in a rural area and have to drive a distance for necessities. In addition, charging stations are not readily available in my area. An all-electric car is not practical for me because I would run the risk of not having enough battery power to complete a trip.",Extended Info,0,0,0,1,1,0,0,0,0,0,0,2
671c468e4744030347f73f70,prime_long,I drive many miles. I would not be able to stop for a recharge.,Extended Info,0,0,0,1,1,0,0,0,0,0,0,2
69b704f9f5724767d87fa125,prime_long,i dent like electric cars,Extended Info,0,1,0,0,0,0,0,0,0,0,0,1
63f2cff7f0a6f682868f2ca0,prime_long,I am not familiar and honestly do not trust an electric vehicle. I maybe more open to a hybrid but I am not too familiar with those models either.,Extended Info,0,0,0,0,0,0,1,1,0,0,0,2
69bdd4476bc8f30a2520c96d,prime_long,"I do not believe that they are a good purchase.  Not practical, cheap, efficient, or fun yet.",Extended Info,0,0,1,0,0,0,1,0,0,0,0,2
675c6ac13aff0173b803dbec,prime_long,I live far in the woods in the mountains - the towns around us do not have charging stations - I have seen may visitors up here getting stranded without the ability to recharge.,Extended Info,0,0,0,1,1,0,0,0,0,0,0,2
69a8fbab64f103b79ec6a02b,prime_short,"If I were to do it, I would get a new one to ensure all the bugs (from later generations) have been worked out. Having worked in the automotive industry, I know that many of these were rushed to market, so an older model is not an attractive option for me.",Basic Info,0,0,0,0,0,0,1,0,1,0,0,2
66d616d0aad3bc7ce893c04d,prime_short,I am NOT looking for an electric car. only gas power,Basic Info,1,1,0,0,0,0,0,0,0,0,0,2
6723d2acbc2d23b9506b2b46,prime_long,Too expensive for too short of battery life.,Extended Info,0,0,1,1,0,1,0,0,0,0,0,3
69f84a1d3e029f3c32ce3818,prime_long,just seems too complicated to always worry about battery life,Extended Info,0,0,0,0,0,1,1,0,0,0,0,2
697f93af0b8274ea279bb374,prime_short,"All of the options presented to me were priced too high and I am just not comfortable with the electric vehicle option. I prefer conventional so to convert to electric, I would need to get a significant deal on the purchase price.",Basic Info,1,1,1,0,0,0,0,0,0,0,0,3
69eea2cb76066b446d9833eb,prime_short,"I didn't choose any of the electric vehicle options because there are not enough ways to charge it, and I would not want to be stressed out all the time about getting it charged and whether it was going to run out of charge, how long it would take to charge, etc.",Basic Info,0,0,0,1,1,0,0,0,0,0,0,2
69c554c4669fbdcc2241932a,prime_long,I don't trust electric vehicles. For one thing I think they need to bring back the manual levers to roll down windows. A few years ago here an SUV went into a body of water and the electrical system shorted out and it shut the car down trapping everyone inside. They ALL drowned. Plus I don't need the government deciding whether or not I drive on any given day. I don't want to step outside to find out I ate an extra bite of steak last night so I've used up my carbon for the month so my vehichle has been disabled and I'm being directed into a tank where I won't be sucking up anymore of the rich people's precious oxygen they're so paranoid about running out of.,Extended Info,0,0,0,0,0,0,0,1,0,0,1,2
695d2db768ef0dc1e54f11c8,prime_long,Because none would be of interest to me as I do not prefer electric cars.,Extended Info,0,1,0,0,0,0,0,0,0,0,0,1
6a0102a61a9cddc2b509e682,prime_long,"I particularly enjoy driving manual cars. I also like older cars that I keep running longer than most other people, I wouldn't be able to work on a battery car. I also distrust claims regarding battery life/degradation based on my experience with consumer electronics.",Extended Info,1,0,0,0,0,1,0,0,1,0,0,3
6972f6b68ba5cb2b5cf718a9,prime_short,"I would not be interested in monitoring how soon a battery will degrade and it seems the car is deteriorating (battery-wise) from the moment of purchase. I wouldn't trust refurbished batteries, either.",Basic Info,0,0,0,0,0,1,0,0,1,0,0,2
69f64280ed4e3ec5e382b97b,prime_short,I live in a rural area and so an electric vehicle does not make sense for me.,Basic Info,0,0,0,1,1,0,0,0,0,0,0,2
697e62d589e17fcbb4ed408d,prime_long,I hate BEVs.,Extended Info,0,1,0,0,0,0,0,0,0,0,0,1
698fb2f1165d0fe11cc5f6b4,prime_short,The ranges are far too low for the long distance driving I do. I would never feel comfortable traveling very far in a vehicle that needs frequent charges because I couldn't be sure I'd have somewhere safe to recharge it in a timely manner as often as I need to.,Basic Info,0,0,0,1,1,0,0,0,0,0,0,2
6111b04382b7b8effc8b2b27,prime_short,I do not want an electric vehicle,Basic Info,0,1,0,0,0,0,0,0,0,0,0,1
69939b823c7d1ff0d5eecbb3,prime_long,IM not interrested in electric cars,Extended Info,0,1,0,0,0,0,0,0,0,0,0,1
6962dbac88944946c07d1497,prime_short,"Yes. As I stated previously, I live in a small rural area. Literally no one I know or have even encountered owns or drives an electric vehicle. I have zero plans of ever owning any vehicle that utilizes anything other than gasoline. That is me exercising my freedom of choice.",Basic Info,1,1,0,0,0,0,0,0,0,0,0,2
69929ba3656edf355205efdb,prime_short,I do not personally like electric vehicles. I prefer gas only so I am able to do repairs and maintenance myself.,Basic Info,1,1,0,0,0,0,0,0,0,0,0,2
6985f6870d2de85554edac63,prime_long,I would not purchase an electric vehicle.  I would only drive a conventional gas vehicle.,Extended Info,1,1,0,0,0,0,0,0,0,0,0,2
69a1ea2fb87a69e06221ba16,prime_short,"The car loosing a large majority of its charge between its current and already degraded state, and then loosing even more after 5 years, it is beyond an unworthy investment for pains of owning.",Basic Info,0,0,0,0,0,1,0,0,1,0,0,2
66b9b602bba4ebe205ce3e49,prime_long,do not want an electric vehicle,Extended Info,0,1,0,0,0,0,0,0,0,0,0,1
69bc340be433f0c0359ca134,prime_short,"I am firm on not wanting an electric vehicle. I would consider a hybrid, but its not likely.",Basic Info,0,1,0,0,0,0,0,0,0,0,0,1
epb85GQCt0bZBfHBsLlfs9oC,prime_short,I do not want an electric car,Basic Info,0,1,0,0,0,0,0,0,0,0,0,1
pZrS3hgW1oUFdJpa2RGSmzA8,prime_short,The charge time is too long.,Basic Info,0,0,0,0,1,0,0,0,0,0,0,1
R6qA1aKb1XVMF5mgIgAbXsgm,prime_short,Because I don’t want an electric vehicle,Basic Info,0,1,0,0,0,0,0,0,0,0,0,1
2j8TOmkHez3aaaWh01tyVu77,prime_short,I have concerns regarding charging time,Basic Info,0,0,0,0,1,0,0,0,0,0,0,1
LlUTuiCJAQzEXkVpt5K8mJmr,prime_short,"I would not purchase an electric vehicle. They are not good for the environment, no charging stations in my area and they are too expensive",Basic Info,0,1,1,0,1,0,0,0,0,1,0,4
v3HN2FoQjwgyFiius4oyKEvP,prime_short,Crap cars at excessive prices.,Basic Info,0,0,1,0,0,0,0,1,0,0,0,2
eaeh6LgBqafDQUL5QIHNrn40,prime_long,i dont want one,Extended Info,0,1,0,0,0,0,0,0,0,0,0,1
MXv56fhZC1S9JkE2TncJ8Arl,prime_long,"As stated previously, I am not going to purchase any battery, electric or hybrid vehicle as my next  vehicle.  I do not think the development of these vehicles is advanced enough yet, the infrastructure to maintain these vehicles is still very poor, and in this economy the value is not good.",Extended Info,0,1,1,0,1,0,1,0,0,0,0,4
c4cQL5j8wAIMvEejd37HExRb,prime_long,Haven't heard enough something to say,Extended Info,0,0,0,0,0,0,0,0,0,0,1,1
5hOcYvtd6ta8VsB8JY7eG5P9,prime_long,they do not have manual transmissions and two doors,Extended Info,1,0,0,0,0,0,0,0,0,0,1,2
RdZm5bMrBIbDgCfRYaEOwMHS,prime_long,Do not want an electric car,Extended Info,0,1,0,0,0,0,0,0,0,0,0,1
nSTZIpoZF5FSl0HzWbC3sRES,prime_long,I answered a earlier question that I DO NOT AND WILL NOT WANT AN ELECTRIC VEHICLE,Extended Info,0,1,0,0,0,0,0,0,0,0,0,1
